"juos","wgs84_x","wgs84_y"
1,-108.999594,38.292922
1,-108.77106,38.2887
1,-108.65717,38.286434
1,-108.428248,38.281725
0,-108.085689,38.273663
0,-107.97254,38.272466
1,-107.801362,38.276473
0,-111.45796,38.263985
1,-111.40084,38.264175
0,-110.82925,38.264752
0,-110.714938,38.26453
0,-107.480949,38.265698
0,-109.68629,38.25752
1,-109.45795,38.254748
1,-109.343193,38.252958
1,-109.286328,38.252403
0,-108.052118,38.254821
1,-110.292135,38.244742
1,-110.223538,38.244326
1,-108.886646,38.245776
1,-110.109364,38.243451
1,-108.544041,38.239156
0,-107.571617,38.236092
1,-108.258698,38.232921
1,-107.856718,38.230142
1,-111.343359,38.219339
1,-111.229199,38.21959
0,-111.114947,38.219784
0,-111.057839,38.219798
0,-110.600876,38.219135
1,-108.384504,38.227181
0,-111.514795,38.218687
0,-110.486639,38.21869
0,-110.372405,38.218135
1,-110.143938,38.216707
0,-109.972587,38.215242
0,-109.572907,38.211134
1,-109.515995,38.210428
1,-109.344312,38.208177
1,-109.230439,38.206534
1,-109.002136,38.20268
1,-109.835807,38.196013
1,-108.659705,38.196439
1,-108.317483,38.189085
0,-107.798103,38.186442
0,-107.569752,38.191846
0,-107.512502,38.192987
1,-109.596289,38.184327
1,-111.057803,38.174735
1,-111.000729,38.17474
1,-110.829506,38.174617
1,-110.772375,38.174529
0,-110.372827,38.173092
0,-110.030339,38.170725
1,-109.174466,38.160871
1,-109.117374,38.159654
1,-109.003341,38.157743
1,-108.832195,38.154724
1,-108.547171,38.149059
1,-107.682177,38.144089
0,-107.454472,38.149216
0,-108.262065,38.142816
0,-111.400122,38.129079
1,-111.285716,38.129611
1,-111.22862,38.129483
1,-110.88633,38.129883
1,-110.77264,38.129809
0,-110.658417,38.129189
0,-110.54432,38.128802
1,-110.316122,38.127739
1,-110.14551,38.126278
1,-109.859814,38.12415
0,-109.745738,38.12296
1,-109.17539,38.115575
1,-108.833528,38.109684
0,-108.548596,38.104098
1,-109.483768,38.101819
1,-108.377665,38.100395
1,-108.206799,38.096471
0,-107.794469,38.096355
1,-107.737432,38.097716
0,-108.09288,38.093696
1,-112.026952,38.080078
0,-110.601613,38.083947
1,-110.487576,38.083495
1,-110.089635,38.080805
1,-109.9177,38.079527
1,-109.518029,38.075265
1,-109.290582,38.072141
0,-111.593539,38.065111
0,-111.468074,38.065614
1,-108.891864,38.065716
1,-108.777865,38.063632
0,-108.607046,38.060249
1,-108.379406,38.055516
0,-108.265436,38.0528
0,-107.621649,38.055315
0,-108.151578,38.050148
0,-111.627483,38.037825
0,-111.513598,38.038485
1,-111.171667,38.039416
1,-111.114904,38.039719
1,-111.000715,38.039558
1,-110.886744,38.039486
0,-110.430926,38.038179
0,-110.26,38.037227
1,-110.202126,38.036965
1,-112.083327,38.034715
1,-109.86117,38.03402
0,-109.804252,38.033473
1,-109.633366,38.031971
1,-109.405559,38.028742
1,-111.262838,38.021222
1,-109.291706,38.027269
1,-109.234556,38.026019
1,-109.06393,38.023494
1,-109.00696,38.022613
1,-111.137417,38.01244
1,-108.551613,38.014042
0,-107.563467,38.011627
0,-108.096421,38.003638
1,-111.057672,37.994886
1,-111.000681,37.994521
1,-110.71583,37.994159
1,-112.025616,37.990035
0,-111.911781,37.990964
1,-111.342669,37.993988
0,-110.545159,37.993613
1,-110.317393,37.992528
1,-110.203516,37.991793
1,-109.975413,37.989954
0,-107.710733,37.990301
1,-109.520439,37.985138
1,-108.89433,37.97568
1,-108.609986,37.970197
1,-110.693324,37.967099
0,-110.636413,37.966901
0,-108.325629,37.964071
1,-109.031489,37.959962
1,-108.974559,37.959022
1,-108.792539,37.955699
1,-112.081932,37.944439
0,-111.6836,37.94751
1,-111.569444,37.948009
1,-110.943826,37.949425
1,-110.147135,37.946361
1,-110.03373,37.944852
1,-109.919494,37.944489
1,-109.805636,37.943416
1,-109.69191,37.942206
1,-109.464614,37.939641
1,-111.023506,37.931392
1,-108.554586,37.923885
0,-108.156858,37.915058
1,-111.398236,37.903458
1,-111.228216,37.904144
1,-110.830177,37.90424
1,-110.602565,37.903637
0,-110.488841,37.903251
0,-112.194991,37.898208
1,-111.967611,37.900254
1,-109.749721,37.897943
1,-109.578843,37.89587
1,-109.352205,37.892843
1,-109.180912,37.890345
0,-108.407816,37.893816
1,-108.840171,37.884517
1,-108.726514,37.882357
1,-108.612912,37.88017
1,-108.385297,37.875323
0,-108.158568,37.869758
1,-112.080625,37.854413
0,-111.853245,37.856138
1,-111.739705,37.857195
1,-111.512252,37.858186
1,-111.341803,37.858803
1,-111.171293,37.859129
1,-110.943871,37.859276
0,-110.830189,37.859175
1,-110.659612,37.858768
0,-110.375478,37.857638
0,-110.261808,37.856926
1,-110.204964,37.856439
1,-110.091322,37.855805
1,-109.977252,37.855022
1,-109.920903,37.854429
1,-109.693218,37.851744
1,-109.409451,37.848551
0,-109.182225,37.84526
0,-109.011833,37.842502
0,-108.89825,37.840527
1,-108.614402,37.835062
1,-111.682687,37.812014
1,-111.626873,37.812288
1,-111.11462,37.814051
1,-111.057495,37.814074
0,-110.375858,37.812575
0,-111.966412,37.810261
1,-109.637731,37.806512
1,-109.580758,37.805677
0,-109.296869,37.801915
1,-108.786038,37.793383
0,-108.729222,37.792318
0,-108.44566,37.786493
0,-112.227165,37.7808
0,-112.113659,37.78192
0,-108.388828,37.785282
0,-110.887166,37.769111
1,-111.795531,37.766213
1,-111.625325,37.7675
0,-111.284526,37.768877
0,-110.773623,37.768946
0,-110.546542,37.76829
0,-110.433005,37.767798
1,-109.922672,37.764226
1,-109.865291,37.763715
1,-109.69475,37.762355
1,-109.240796,37.755894
1,-109.070962,37.753374
1,-108.968837,37.751556
1,-108.787415,37.748376
0,-108.560515,37.743897
1,-109.70693,37.735046
0,-108.424422,37.731702
1,-111.738377,37.721817
1,-111.454606,37.723205
0,-111.341146,37.723561
1,-111.227662,37.723879
0,-110.717024,37.723757
0,-110.546817,37.723224
1,-110.149739,37.721028
1,-110.03624,37.720154
0,-109.809565,37.718047
1,-109.582492,37.715527
1,-109.525744,37.714858
1,-109.355686,37.713113
1,-109.18535,37.710197
1,-109.129803,37.709174
0,-108.902075,37.705416
1,-111.987645,37.701936
1,-108.732043,37.702247
1,-111.34094,37.678494
1,-111.170707,37.678709
1,-111.000722,37.679031
0,-110.660493,37.67854
0,-110.376992,37.677382
1,-109.322272,37.685091
1,-112.077981,37.674068
1,-111.794469,37.676448
1,-110.263585,37.676729
1,-109.980179,37.674518
1,-109.073288,37.66321
0,-108.393603,37.650212
0,-112.133906,37.628541
1,-111.907333,37.630457
1,-111.680729,37.63201
1,-111.567309,37.632609
1,-111.510848,37.633047
0,-111.000156,37.633999
0,-110.830703,37.63384
0,-110.717365,37.633622
0,-110.490698,37.632861
1,-110.150783,37.631409
1,-110.036239,37.630808
1,-109.017872,37.617291
1,-108.847982,37.614348
1,-108.734771,37.6122
1,-109.33543,37.604246
0,-108.564984,37.608764
0,-108.451708,37.606498
0,-108.395185,37.605263
1,-111.793372,37.586239
1,-111.567046,37.587533
0,-111.170639,37.588654
0,-111.057347,37.58888
1,-110.944178,37.588628
0,-110.660902,37.588406
0,-110.377732,37.587216
1,-110.264405,37.586583
1,-109.154428,37.59251
1,-112.18976,37.582763
1,-112.020163,37.584748
1,-110.094699,37.585358
1,-109.867783,37.583454
1,-109.698677,37.581287
1,-109.585247,37.580018
1,-109.528448,37.579711
1,-109.358885,37.577681
0,-107.80909,37.582559
1,-111.363163,37.570327
0,-108.849291,37.569285
0,-107.684331,37.576409
0,-108.340037,37.559147
0,-107.830623,37.554985
0,-111.113791,37.544834
0,-112.359099,37.536049
0,-112.245708,37.537255
1,-112.019454,37.539425
1,-111.849796,37.539985
1,-111.793087,37.541209
1,-111.679897,37.541869
1,-111.453531,37.542883
0,-110.887508,37.543771
0,-110.774306,37.543609
0,-110.151743,37.540778
1,-109.98203,37.539617
1,-109.642043,37.536243
0,-108.770887,37.540793
0,-112.868094,37.529047
0,-112.754827,37.530974
0,-112.585266,37.533184
1,-109.529063,37.534628
1,-109.189921,37.529956
1,-113.376934,37.519857
0,-113.094287,37.525261
0,-112.981208,37.527221
0,-108.624424,37.519913
0,-110.797019,37.516609
0,-108.567891,37.518762
0,-107.772425,37.511312
1,-113.342416,37.502533
0,-108.172358,37.509959
1,-111.622949,37.497133
1,-111.396729,37.49809
0,-111.170412,37.498633
0,-110.887576,37.498702
0,-110.491617,37.497662
0,-110.378491,37.497121
1,-110.26538,37.496446
1,-110.039198,37.494868
0,-112.301575,37.491533
1,-112.132062,37.493369
1,-109.926035,37.493875
1,-109.812649,37.492961
1,-109.643225,37.490957
1,-109.360626,37.487362
1,-109.077991,37.483183
1,-109.021415,37.482193
1,-108.851865,37.479229
0,-108.682352,37.476005
0,-108.343352,37.468956
0,-113.013036,37.454656
0,-112.956769,37.45543
0,-112.832497,37.45754
1,-111.339927,37.453225
0,-111.000712,37.453687
0,-110.661513,37.453202
1,-112.469945,37.444564
1,-112.187742,37.447736
0,-111.905137,37.450131
1,-111.566,37.452314
0,-110.209284,37.451043
1,-110.152749,37.450651
1,-109.700617,37.446653
1,-108.536353,37.445997
1,-109.418067,37.443072
1,-109.248567,37.440705
1,-113.204762,37.433104
0,-110.559863,37.434839
0,-110.503347,37.434615
1,-108.853155,37.434147
1,-108.796666,37.433133
1,-108.457863,37.426095
0,-108.175648,37.41992
1,-112.017508,37.403562
1,-111.735155,37.406395
1,-111.339224,37.407887
1,-111.226705,37.4084
0,-111.113709,37.408563
0,-110.718213,37.408281
1,-110.322087,37.406548
1,-109.926997,37.404318
1,-109.814438,37.402513
1,-112.80824,37.39479
1,-112.526013,37.398833
1,-109.588466,37.400165
1,-109.306147,37.396526
0,-109.249628,37.395657
1,-113.31605,37.386015
1,-109.135906,37.39304
1,-109.023788,37.39209
0,-113.372664,37.384865
1,-112.717501,37.378153
1,-110.063223,37.377867
1,-108.403258,37.379823
1,-108.346628,37.378799
1,-112.898152,37.375355
0,-107.993177,37.370886
1,-111.621377,37.361851
1,-111.509198,37.362216
1,-111.395959,37.362884
1,-111.283066,37.363154
1,-111.170218,37.363551
0,-111.11364,37.363493
0,-110.944245,37.363534
0,-110.774847,37.363333
0,-110.49253,37.362458
0,-110.266686,37.361275
1,-112.524955,37.353853
1,-112.299261,37.35641
1,-112.186035,37.358194
1,-112.073429,37.358648
1,-111.904066,37.360118
1,-110.097263,37.360095
1,-109.814952,37.357613
0,-109.589287,37.355136
0,-109.476409,37.353734
0,-112.976439,37.347088
0,-109.081401,37.347977
1,-108.968552,37.346117
1,-113.201945,37.34308
1,-112.445613,37.336696
1,-108.742953,37.341935
1,-108.630113,37.339773
0,-108.573715,37.338647
0,-107.48388,37.337504
1,-112.20851,37.330268
0,-109.680068,37.329144
0,-107.878609,37.328498
0,-108.009927,37.325726
1,-111.734265,37.316225
1,-111.677996,37.316462
1,-111.50859,37.317365
1,-111.395733,37.317823
0,-110.887846,37.318424
0,-110.774981,37.318263
0,-110.605691,37.31782
0,-110.379977,37.316853
1,-110.041285,37.315154
1,-109.872199,37.313051
1,-112.693366,37.306308
0,-109.308116,37.306378
0,-109.195327,37.304709
1,-113.313693,37.29603
1,-113.144137,37.299305
0,-112.975296,37.301747
1,-108.857422,37.29903
1,-108.744404,37.296803
0,-108.631527,37.294759
1,-113.425394,37.293703
1,-111.948335,37.287633
1,-111.880709,37.288156
1,-111.700181,37.289353
1,-108.406101,37.290022
0,-108.237001,37.286238
1,-107.764152,37.286246
0,-107.538754,37.291244
1,-108.180753,37.284857
1,-111.959374,37.269471
0,-111.282693,37.273068
0,-110.71873,37.273073
0,-110.549531,37.272549
0,-110.323953,37.271477
1,-110.154793,37.270427
1,-112.410472,37.265391
1,-112.354044,37.265697
1,-112.072624,37.268706
0,-109.816478,37.267493
0,-109.421857,37.262885
0,-108.993277,37.265408
0,-107.954909,37.263621
1,-113.199494,37.253183
1,-113.143146,37.254036
1,-112.861283,37.258415
1,-112.80499,37.259629
0,-109.140046,37.258787
1,-108.858315,37.254011
1,-113.481014,37.247643
0,-113.312163,37.250828
1,-112.094474,37.250235
1,-108.520223,37.247437
1,-108.464644,37.237455
1,-108.23892,37.241145
1,-108.182374,37.239876
1,-108.069757,37.237241
0,-107.649904,37.243794
0,-111.451611,37.227473
1,-111.113864,37.228326
1,-111.057016,37.228376
0,-110.775249,37.228123
1,-112.296938,37.221231
1,-112.184177,37.222448
0,-111.564334,37.226989
0,-110.493438,37.227252
0,-110.267997,37.226075
0,-110.04258,37.224468
0,-109.873529,37.222981
0,-109.704491,37.221252
0,-109.535469,37.21928
1,-112.972916,37.211877
1,-112.803625,37.214684
1,-112.634951,37.217034
1,-112.57864,37.217816
0,-109.253802,37.215457
0,-109.08483,37.212841
1,-113.085558,37.209938
1,-111.823355,37.207506
0,-111.767067,37.20783
1,-108.74716,37.206624
1,-108.634508,37.204535
1,-108.35287,37.198736
0,-107.648361,37.198743
0,-111.958279,37.179377
0,-111.338685,37.182779
0,-111.226026,37.183048
0,-111.169697,37.183142
1,-111.000753,37.183283
0,-110.944376,37.183252
0,-110.719052,37.182932
0,-110.437412,37.181929
0,-110.381085,37.181649
0,-110.268433,37.181008
0,-110.155789,37.180259
0,-109.874198,37.177918
1,-112.578017,37.17273
1,-112.521487,37.173325
1,-112.408757,37.175042
0,-109.367432,37.172014
1,-107.895303,37.174965
1,-107.839037,37.176337
0,-113.253147,37.161843
1,-112.8589,37.168269
0,-109.142255,37.168692
0,-108.917116,37.164944
0,-113.478205,37.157348
0,-111.31604,37.155799
0,-109.57046,37.156613
1,-107.53425,37.156172
0,-108.185733,37.149825
1,-108.07333,37.147137
0,-111.451074,37.137332
0,-110.88811,37.138141
0,-110.775514,37.137981
0,-110.719218,37.137861
1,-110.606673,37.137541
1,-112.351732,37.130503
1,-112.239181,37.131398
1,-112.126674,37.133259
1,-112.070203,37.133359
0,-110.15629,37.135192
0,-109.931148,37.133376
0,-109.706027,37.131131
0,-109.649751,37.130503
0,-109.424666,37.127722
1,-113.083108,37.119917
1,-112.858044,37.12365
1,-112.689296,37.126112
0,-109.312135,37.126171
0,-113.308047,37.115724
0,-108.805862,37.117872
1,-108.580922,37.113475
1,-107.532828,37.111196
0,-113.589182,37.109914
0,-109.065058,37.104365
1,-108.412512,37.109827
1,-108.299925,37.10728
1,-107.869998,37.103464
1,-108.018537,37.100841
1,-113.228502,37.090227
0,-111.675848,37.091191
0,-111.563329,37.09178
0,-111.225757,37.092905
0,-110.325562,37.091205
0,-110.100537,37.089712
0,-108.94158,37.09327
1,-112.913143,37.07769
1,-112.519691,37.083619
0,-109.53807,37.084108
0,-109.144455,37.078596
0,-109.088233,37.077702
0,-111.023204,37.07509
0,-108.750953,37.071779
1,-108.469956,37.066143
1,-107.756029,37.061228
1,-107.699842,37.062251
1,-108.18909,37.059736
0,-113.553358,37.047661
1,-111.900365,37.044566
1,-111.844076,37.04506
1,-111.675437,37.046113
0,-111.281852,37.047712
0,-111.113163,37.047995
1,-110.832009,37.047931
0,-110.157291,37.045058
1,-112.631099,37.036837
1,-112.350724,37.040152
1,-112.012785,37.043723
0,-109.763766,37.041609
0,-109.595139,37.03973
0,-109.48273,37.038344
0,-109.426528,37.037611
0,-109.314131,37.036066
1,-113.024562,37.030334
1,-112.912068,37.032642
1,-112.85589,37.033525
1,-110.764576,37.029797
0,-108.808455,37.027793
0,-113.417649,37.023416
0,-113.305319,37.025652
1,-110.641001,37.020553
1,-110.528543,37.020069
0,-110.461095,37.019782
1,-108.471441,37.021087
1,-107.585922,37.019956
1,-108.303044,37.017081
1,-108.078444,37.012058
1,-107.922851,37.012067
1,-107.810758,37.01466
1,-107.64206,37.018665
1,-112.754144,37.008041
1,-112.450576,37.003144
1,-112.28196,37.005039
1,-112.158483,37.006344
1,-111.798764,37.009253
0,-109.932916,37.007196
0,-109.876725,37.006677
0,-108.651733,37.006768
1,-108.59556,37.005634
0,-108.022325,37.010663
1,-110.382553,37.001308
0,-110.101601,36.999578
0,-109.595967,36.994671
0,-111.506409,36.992877
0,-111.45022,36.993104
0,-109.146689,36.988499
1,-113.135539,36.983784
0,-110.96699,36.984944
0,-108.865891,36.983777
0,-108.753608,36.981703
0,-107.416042,36.978405
0,-108.416833,36.97485
0,-108.192383,36.969753
1,-112.786736,36.962443
1,-112.607111,36.965047
0,-112.01159,36.953592
0,-111.899258,36.954467
0,-111.450007,36.957047
0,-111.281518,36.957568
0,-111.169191,36.957782
0,-111.113028,36.957849
1,-110.719858,36.957421
1,-110.607513,36.957237
0,-110.326759,36.955996
0,-110.158286,36.954922
0,-110.102131,36.95451
1,-112.741391,36.945135
1,-112.180009,36.952075
0,-109.821371,36.952055
0,-109.709078,36.950886
0,-109.372249,36.946742
0,-113.078156,36.93971
0,-110.529044,36.93894
0,-109.035493,36.941644
0,-107.302529,36.935833
0,-113.414801,36.933349
0,-113.302603,36.935579
0,-110.293314,36.928758
0,-108.362269,36.928591
0,-107.582895,36.92983
0,-108.081897,36.92203
0,-107.919352,36.922031
0,-107.807215,36.924736
0,-111.618126,36.911218
0,-111.505871,36.911749
0,-110.832284,36.91265
0,-110.551673,36.911975
0,-112.347686,36.905186
1,-112.235461,36.906415
1,-111.786695,36.910247
0,-109.934298,36.908051
0,-109.822065,36.90699
0,-109.709838,36.905824
0,-109.429307,36.902442
0,-112.964777,36.896583
1,-112.684402,36.900862
0,-109.260922,36.900077
0,-109.036648,36.896597
0,-113.189104,36.892661
0,-112.425903,36.886246
0,-108.868401,36.893694
0,-108.700179,36.890554
0,-108.588047,36.88833
0,-107.357244,36.889345
0,-108.307771,36.882308
0,-108.251726,36.881024
0,-107.693478,36.882312
0,-108.027581,36.875626
1,-111.9543,36.863904
0,-111.505573,36.866677
0,-111.393381,36.867103
0,-111.337284,36.867276
0,-111.225089,36.867542
0,-111.112894,36.867703
0,-111.00071,36.867722
1,-110.94459,36.867709
0,-110.888503,36.867706
1,-110.720212,36.867383
1,-110.66406,36.867309
1,-110.439738,36.866381
1,-110.159278,36.864729
0,-112.795449,36.854195
0,-112.515117,36.8581
0,-109.54237,36.858815
0,-109.374161,36.856631
1,-109.205972,36.854146
1,-109.093845,36.85239
0,-113.299899,36.845504
0,-113.019675,36.850596
0,-108.813608,36.847633
0,-108.701529,36.845517
0,-107.131595,36.848663
1,-112.043705,36.836165
1,-111.920289,36.837165
1,-111.808204,36.837924
0,-108.533433,36.842147
1,-107.635932,36.838381
0,-107.411783,36.843305
0,-108.029325,36.830613
1,-111.897695,36.81929
0,-111.673461,36.820771
1,-110.440045,36.821336
1,-110.383984,36.821104
1,-110.271854,36.820461
0,-112.682334,36.810781
0,-112.514227,36.813042
0,-112.290055,36.815686
1,-112.177647,36.81695
0,-109.991602,36.818406
0,-109.879498,36.817402
0,-109.823447,36.816861
0,-109.599266,36.814429
0,-109.431127,36.812319
0,-113.186536,36.802579
0,-113.074509,36.804586
0,-112.850423,36.808284
0,-108.982931,36.805564
0,-108.814889,36.802592
0,-108.478886,36.795941
0,-107.466366,36.797122
0,-107.242353,36.801559
0,-109.67819,36.788291
0,-108.310927,36.79226
0,-108.08703,36.786984
0,-107.858249,36.788344
1,-107.690299,36.792291
1,-112.344959,36.769755
1,-112.121349,36.772125
0,-111.336887,36.777129
0,-110.104238,36.774235
0,-112.961322,36.76144
1,-112.849361,36.763206
0,-112.793344,36.76409
0,-112.457331,36.768683
1,-109.263992,36.765286
1,-109.152077,36.763283
0,-106.961151,36.761465
1,-111.930587,36.755927
1,-111.807351,36.756771
0,-111.695314,36.757542
0,-108.928127,36.759555
0,-108.760191,36.756509
0,-108.592283,36.753229
0,-107.40896,36.753236
0,-107.185078,36.75756
0,-107.073095,36.759052
0,-108.424403,36.749711
0,-108.200609,36.744654
0,-111.56068,36.731209
0,-111.504683,36.73146
0,-111.392688,36.731883
0,-110.888712,36.732519
0,-110.776704,36.732325
0,-110.272741,36.73031
0,-110.048772,36.728731
0,-112.176511,36.726638
0,-109.880809,36.727269
0,-109.824824,36.726729
0,-109.656881,36.724951
0,-109.488956,36.722936
0,-109.37706,36.721426
0,-113.18398,36.712494
0,-113.128033,36.713507
0,-111.426187,36.713737
0,-109.097232,36.717332
0,-109.041243,36.716405
0,-108.873389,36.713522
0,-107.071908,36.71452
0,-106.960005,36.716417
0,-111.302985,36.705101
0,-108.481832,36.705879
0,-107.631258,36.703464
0,-107.35162,36.709319
0,-108.314069,36.70221
0,-108.202244,36.699633
0,-108.034534,36.695572
0,-107.910813,36.696953
0,-107.854909,36.698307
0,-107.743091,36.700938
0,-111.616304,36.685777
1,-111.504321,36.686476
1,-110.776813,36.687231
1,-110.497026,36.686395
1,-112.511702,36.677771
1,-112.455407,36.678743
1,-112.343978,36.680153
0,-112.176061,36.681712
1,-112.063653,36.682714
0,-111.89612,36.684082
1,-110.329138,36.685557
0,-110.105285,36.684095
0,-110.049327,36.683661
0,-109.937416,36.682715
0,-109.545778,36.678573
0,-112.679384,36.675614
1,-109.209535,36.673628
0,-108.706899,36.665365
0,-108.650995,36.664275
0,-107.462047,36.662023
0,-107.238558,36.666372
0,-107.126615,36.668489
0,-108.427409,36.659653
0,-107.573835,36.659658
0,-107.964983,36.650558
0,-111.951523,36.638578
0,-109.770277,36.636032
1,-112.790161,36.628921
1,-112.398568,36.634279
0,-109.658448,36.634825
1,-109.267498,36.629687
0,-112.95789,36.626291
0,-112.901998,36.627196
0,-108.931752,36.624418
0,-108.819987,36.622424
0,-107.292868,36.62049
0,-107.125376,36.623444
0,-108.540629,36.616983
0,-108.037987,36.605542
0,-107.851584,36.608269
0,-111.559699,36.595988
0,-111.336102,36.59683
0,-111.224312,36.59704
1,-112.565662,36.587002
1,-112.453828,36.588265
0,-112.342217,36.58971
0,-112.230432,36.591124
0,-112.174634,36.591488
0,-109.882765,36.592067
0,-113.124315,36.578371
0,-112.733298,36.584709
0,-109.044664,36.581258
0,-107.06829,36.579382
0,-113.236011,36.576328
0,-108.76541,36.576347
0,-108.542058,36.571949
0,-108.430401,36.569593
0,-107.515014,36.57079
0,-107.347515,36.574207
0,-108.26294,36.565863
0,-108.207127,36.564568
1,-111.280061,36.55189
1,-110.107098,36.548434
0,-109.93927,36.547509
0,-112.955614,36.536189
1,-112.843516,36.53821
1,-112.452858,36.543041
1,-109.212428,36.538724
1,-113.011416,36.535243
0,-108.65509,36.529162
0,-107.401956,36.528058
0,-107.290623,36.530204
0,-107.625142,36.523352
0,-107.457757,36.52692
1,-112.698243,36.513081
0,-112.64238,36.513872
0,-112.341464,36.499642
0,-112.173223,36.501884
0,-109.77242,36.500834
1,-113.177635,36.487264
1,-112.954593,36.491209
1,-109.102748,36.492077
0,-108.991141,36.490231
0,-108.879566,36.488299
1,-113.289208,36.485256
0,-108.712224,36.485206
0,-108.377621,36.478318
0,-112.262155,36.473444
1,-112.450771,36.453425
1,-109.996358,36.457881
0,-109.884709,36.456862
0,-109.717345,36.45518
1,-112.841821,36.447834
0,-107.566377,36.434505
0,-112.227485,36.411007
0,-111.557932,36.415447
0,-112.617803,36.406034
1,-113.230845,36.396164
0,-107.564896,36.389473
0,-107.397792,36.392946
0,-107.507751,36.345623
0,-107.619081,36.343233
