"","plot","year","uninfected_bay_ct","infected_bay_ct","tot_bay","ct_bay_NA","infected"
"1","ANN01",2004,8,15,23,0,1
"2","ANN01",2005,6,17,23,0,1
"3","ANN01",2006,0,25,25,0,1
"4","ANN01",2007,0,23,23,0,1
"5","ANN01",2008,0,24,24,0,1
"6","ANN01",2009,0,23,23,0,1
"7","ANN01",2010,1,23,24,0,1
"8","ANN01",2011,0,24,24,0,1
"9","ANN01",2012,0,26,26,0,1
"10","ANN01",2014,1,23,24,0,1
"11","ANN02",2004,2,9,11,0,1
"12","ANN02",2005,3,8,11,0,1
"13","ANN02",2006,0,11,11,0,1
"14","ANN02",2007,0,11,11,0,1
"15","ANN02",2008,0,11,11,0,1
"16","ANN02",2009,0,11,11,0,1
"17","ANN02",2010,0,11,11,0,1
"18","ANN02",2011,0,11,11,0,1
"19","ANN02",2012,0,10,10,0,1
"20","ANN02",2014,0,11,11,0,1
"21","ANN03",2004,4,23,27,0,1
"22","ANN03",2005,3,24,27,0,1
"23","ANN03",2006,0,27,27,0,1
"24","ANN03",2007,1,24,25,0,1
"25","ANN03",2008,0,24,24,0,1
"26","ANN03",2009,0,27,27,0,1
"27","ANN03",2010,0,41,41,0,1
"28","ANN03",2011,0,40,40,0,1
"29","ANN03",2012,0,45,45,0,1
"30","ANN03",2014,2,40,42,0,1
"31","ANN04",2004,4,8,12,0,1
"32","ANN04",2005,3,10,13,0,1
"33","ANN04",2006,2,11,13,0,1
"34","ANN04",2007,0,13,13,0,1
"35","ANN04",2008,0,13,13,0,1
"36","ANN04",2009,0,13,13,0,1
"37","ANN04",2010,0,13,13,0,1
"38","ANN04",2011,0,13,13,0,1
"39","ANN04",2012,1,12,13,0,1
"40","ANN04",2014,1,11,12,0,1
"41","ANN05",2003,0,15,15,0,1
"42","ANN05",2004,0,12,12,0,1
"43","ANN05",2005,0,15,15,0,1
"44","ANN05",2006,0,15,15,0,1
"45","ANN05",2008,0,15,15,0,1
"46","ANN05",2009,0,14,14,0,1
"47","ANN05",2010,0,14,14,0,1
"48","ANN05",2011,0,14,14,0,1
"49","ANN05",2012,0,14,14,0,1
"50","ANN05",2014,0,14,14,0,1
"51","ANN06",2004,2,6,8,0,1
"52","ANN06",2005,0,9,9,0,1
"53","ANN06",2006,9,1,10,0,1
"54","ANN06",2007,0,10,10,0,1
"55","ANN06",2008,0,10,10,0,1
"56","ANN06",2009,0,10,10,0,1
"57","ANN06",2010,0,10,10,0,1
"58","ANN06",2011,1,9,10,0,1
"59","ANN06",2012,0,10,10,0,1
"60","ANN06",2014,0,10,10,0,1
"61","ANN07",2004,2,1,3,0,1
"62","ANN07",2005,1,2,3,0,1
"63","ANN07",2006,1,2,3,0,1
"64","ANN07",2007,0,3,3,0,1
"65","ANN07",2008,0,3,3,0,1
"66","ANN07",2009,0,3,3,0,1
"67","ANN07",2010,0,3,3,0,1
"68","ANN07",2011,0,3,3,0,1
"69","ANN07",2012,0,3,3,0,1
"70","ANN07",2014,0,3,3,0,1
"71","ANN08",2004,0,3,3,0,1
"72","ANN08",2005,0,3,3,0,1
"73","ANN08",2006,4,0,4,0,0
"74","ANN08",2007,0,4,4,0,1
"75","ANN08",2008,0,4,4,0,1
"76","ANN08",2009,0,4,4,0,1
"77","ANN08",2010,0,4,4,0,1
"78","ANN08",2011,0,4,4,0,1
"79","ANN08",2012,0,5,5,0,1
"80","ANN08",2014,0,5,5,0,1
"81","ANN09",2004,2,2,4,0,1
"82","ANN09",2005,2,2,4,0,1
"83","ANN09",2006,0,5,5,0,1
"84","ANN09",2007,0,5,5,0,1
"85","ANN09",2008,0,5,5,0,1
"86","ANN09",2009,0,5,5,0,1
"87","ANN09",2010,0,5,5,0,1
"88","ANN09",2011,1,4,5,0,1
"89","ANN09",2012,0,5,5,0,1
"90","ANN09",2014,0,5,5,0,1
"91","ANN10",2004,4,1,5,0,1
"92","ANN10",2005,4,1,5,0,1
"93","ANN10",2006,3,2,5,0,1
"94","ANN10",2007,1,4,5,0,1
"95","ANN10",2008,0,5,5,0,1
"96","ANN10",2009,0,5,5,0,1
"97","ANN10",2010,0,5,5,0,1
"98","ANN10",2011,0,5,5,0,1
"99","ANN10",2012,0,5,5,0,1
"100","ANN10",2014,0,5,5,0,1
"101","ANN11",2004,0,1,1,0,1
"102","ANN11",2005,1,0,1,0,0
"103","ANN11",2006,1,0,1,0,0
"104","ANN11",2007,0,1,1,0,1
"105","ANN11",2008,0,1,1,0,1
"106","ANN11",2009,0,1,1,0,1
"107","ANN11",2010,0,1,1,0,1
"108","ANN11",2011,0,1,1,0,1
"109","ANN11",2012,0,1,1,0,1
"110","ANN11",2014,0,1,1,0,1
"111","ANN12",2004,7,4,11,0,1
"112","ANN12",2005,9,2,11,0,1
"113","ANN12",2006,0,11,11,0,1
"114","ANN12",2007,0,13,13,0,1
"115","ANN12",2008,0,13,13,0,1
"116","ANN12",2009,0,13,13,0,1
"117","ANN12",2010,0,16,16,0,1
"118","ANN12",2011,0,16,16,0,1
"119","ANN12",2012,0,15,15,0,1
"120","ANN12",2014,1,14,15,0,1
"121","ANN13",2004,1,4,5,0,1
"122","ANN13",2005,2,3,5,0,1
"123","ANN13",2006,0,5,5,0,1
"124","ANN13",2007,0,5,5,0,1
"125","ANN13",2008,0,5,5,0,1
"126","ANN13",2009,0,5,5,0,1
"127","ANN13",2010,0,5,5,0,1
"128","ANN13",2011,0,5,5,0,1
"129","ANN13",2012,0,6,6,0,1
"130","ANN13",2014,0,6,6,0,1
"131","ANN14",2004,0,5,5,0,1
"132","ANN14",2005,1,4,5,0,1
"133","ANN14",2006,1,5,6,0,1
"134","ANN14",2007,0,6,6,0,1
"135","ANN14",2008,0,5,5,0,1
"136","ANN14",2009,1,4,5,0,1
"137","ANN14",2010,0,5,5,0,1
"138","ANN14",2011,0,6,6,0,1
"139","ANN14",2012,0,6,6,0,1
"140","ANN14",2014,0,6,6,0,1
"141","ANN15",2004,3,13,16,0,1
"142","ANN15",2005,12,4,16,0,1
"143","ANN15",2006,0,15,16,1,1
"144","ANN15",2007,0,16,16,0,1
"145","ANN15",2008,0,16,16,0,1
"146","ANN15",2009,1,15,16,0,1
"147","ANN15",2010,0,16,16,0,1
"148","ANN15",2011,0,16,16,0,1
"149","ANN15",2012,0,16,16,0,1
"150","ANN15",2014,0,16,16,0,1
"151","ANN17",2004,3,1,4,0,1
"152","ANN17",2005,1,3,4,0,1
"153","ANN17",2006,0,4,4,0,1
"154","ANN17",2007,0,4,4,0,1
"155","ANN17",2008,0,4,4,0,1
"156","ANN17",2009,0,4,4,0,1
"157","ANN17",2010,0,4,4,0,1
"158","ANN17",2011,0,4,4,0,1
"159","ANN17",2012,0,4,4,0,1
"160","ANN17",2014,0,4,4,0,1
"161","ANN18",2004,1,2,3,0,1
"162","ANN18",2005,1,3,4,0,1
"163","ANN18",2006,0,4,4,0,1
"164","ANN18",2007,0,4,4,0,1
"165","ANN18",2008,0,4,4,0,1
"166","ANN18",2009,0,4,4,0,1
"167","ANN18",2010,0,4,4,0,1
"168","ANN18",2011,0,4,4,0,1
"169","ANN18",2012,0,5,5,0,1
"170","ANN18",2014,0,5,5,0,1
"171","ANN19",2004,0,3,3,0,1
"172","ANN19",2005,0,3,3,0,1
"173","ANN19",2006,0,3,3,0,1
"174","ANN19",2007,0,3,3,0,1
"175","ANN19",2008,0,3,3,0,1
"176","ANN19",2009,0,3,3,0,1
"177","ANN19",2010,0,3,3,0,1
"178","ANN19",2011,0,3,3,0,1
"179","ANN19",2012,0,3,3,0,1
"180","ANN19",2014,0,3,3,0,1
"181","ANN20",2004,0,1,1,0,1
"182","ANN20",2005,0,1,1,0,1
"183","ANN20",2006,0,1,1,0,1
"184","ANN20",2007,0,1,1,0,1
"185","ANN20",2008,0,1,1,0,1
"186","ANN20",2009,0,1,1,0,1
"187","ANN20",2010,0,1,1,0,1
"188","ANN20",2011,0,1,1,0,1
"189","ANN20",2012,0,1,1,0,1
"190","ANN20",2014,0,1,1,0,1
"191","ANN21",2004,0,8,8,0,1
"192","ANN21",2005,1,7,8,0,1
"193","ANN21",2006,0,8,8,0,1
"194","ANN21",2007,0,8,8,0,1
"195","ANN21",2008,0,8,8,0,1
"196","ANN21",2009,0,8,8,0,1
"197","ANN21",2010,0,8,8,0,1
"198","ANN21",2011,0,8,8,0,1
"199","ANN21",2012,0,8,8,0,1
"200","ANN21",2014,0,7,7,0,1
"201","ANN22",2004,0,12,12,0,1
"202","ANN22",2005,0,12,12,0,1
"203","ANN22",2006,0,12,12,0,1
"204","ANN22",2007,0,12,12,0,1
"205","ANN22",2008,0,12,12,0,1
"206","ANN22",2009,0,12,12,0,1
"207","ANN22",2010,0,12,12,0,1
"208","ANN22",2011,0,11,11,0,1
"209","ANN22",2012,0,11,11,0,1
"210","ANN22",2014,0,12,12,0,1
"211","ANN23",2007,0,1,1,0,1
"212","ANN23",2008,0,1,1,0,1
"213","ANN23",2009,0,1,1,0,1
"214","ANN23",2010,0,1,1,0,1
"215","ANN23",2011,0,1,1,0,1
"216","ANN23",2012,0,2,2,0,1
"217","ANN23",2014,0,2,2,0,1
"218","ANN24",2004,1,7,8,0,1
"219","ANN24",2005,2,6,8,0,1
"220","ANN24",2006,0,8,8,0,1
"221","ANN24",2007,0,8,8,0,1
"222","ANN24",2008,0,8,8,0,1
"223","ANN24",2009,1,7,8,0,1
"224","ANN24",2010,0,8,8,0,1
"225","ANN24",2011,0,8,8,0,1
"226","ANN24",2012,0,8,8,0,1
"227","ANN24",2014,1,7,8,0,1
"228","ANN25",2004,0,4,4,0,1
"229","ANN25",2005,0,4,4,0,1
"230","ANN25",2006,0,4,4,0,1
"231","ANN25",2007,0,4,4,0,1
"232","ANN25",2008,0,4,4,0,1
"233","ANN25",2009,0,4,4,0,1
"234","ANN25",2010,0,6,6,0,1
"235","ANN25",2011,0,6,6,0,1
"236","ANN25",2012,0,6,6,0,1
"237","ANN25",2014,0,6,6,0,1
"238","ANN27",2004,0,4,4,0,1
"239","ANN27",2005,1,3,4,0,1
"240","ANN27",2006,0,4,4,0,1
"241","ANN27",2007,0,4,4,0,1
"242","ANN27",2008,0,4,4,0,1
"243","ANN27",2009,0,4,4,0,1
"244","ANN27",2010,0,4,4,0,1
"245","ANN27",2011,0,4,4,0,1
"246","ANN27",2012,0,4,4,0,1
"247","ANN27",2014,0,4,4,0,1
"248","ANN29",2004,0,10,10,0,1
"249","ANN29",2005,0,10,10,0,1
"250","ANN29",2006,0,10,10,0,1
"251","ANN29",2007,0,10,10,0,1
"252","ANN29",2008,0,10,10,0,1
"253","ANN29",2009,0,10,10,0,1
"254","ANN29",2010,0,10,10,0,1
"255","ANN29",2011,0,10,10,0,1
"256","ANN29",2012,0,10,10,0,1
"257","ANN29",2014,0,9,9,0,1
"258","ANN30",2004,0,2,2,0,1
"259","ANN30",2005,1,1,2,0,1
"260","ANN30",2006,0,2,2,0,1
"261","ANN30",2007,0,5,5,0,1
"262","ANN30",2008,0,5,5,0,1
"263","ANN30",2009,0,4,4,0,1
"264","ANN30",2010,0,5,5,0,1
"265","ANN30",2011,0,5,5,0,1
"266","ANN30",2012,0,5,5,0,1
"267","ANN30",2014,0,6,6,0,1
"268","ANN31",2004,0,6,6,0,1
"269","ANN31",2005,1,5,6,0,1
"270","ANN31",2006,0,6,6,0,1
"271","ANN31",2007,1,5,6,0,1
"272","ANN31",2008,0,6,6,0,1
"273","ANN31",2009,5,1,6,0,1
"274","ANN31",2010,0,6,6,0,1
"275","ANN31",2011,0,6,6,0,1
"276","ANN31",2012,0,5,6,1,1
"277","ANN31",2014,1,5,6,0,1
"278","ANN32",2004,1,12,13,0,1
"279","ANN32",2005,1,14,15,0,1
"280","ANN32",2006,0,15,15,0,1
"281","ANN32",2007,2,13,15,0,1
"282","ANN32",2008,2,13,15,0,1
"283","ANN32",2009,2,12,14,0,1
"284","ANN32",2010,1,12,13,0,1
"285","ANN32",2011,1,12,13,0,1
"286","ANN32",2012,0,13,13,0,1
"287","ANN32",2014,0,14,14,0,1
"288","ANN33",2004,5,23,28,0,1
"289","ANN33",2005,10,22,32,0,1
"290","ANN33",2006,3,29,32,0,1
"291","ANN33",2007,3,29,32,0,1
"292","ANN33",2008,0,32,32,0,1
"293","ANN33",2009,4,27,31,0,1
"294","ANN33",2010,3,28,31,0,1
"295","ANN33",2011,1,30,31,0,1
"296","ANN33",2012,0,32,32,0,1
"297","ANN33",2014,0,29,29,0,1
"298","ANN34",2004,0,17,17,0,1
"299","ANN34",2005,0,15,15,0,1
"300","ANN34",2006,0,17,17,0,1
"301","ANN34",2007,0,17,17,0,1
"302","ANN34",2008,1,16,17,0,1
"303","ANN34",2009,0,17,17,0,1
"304","ANN34",2010,0,16,16,0,1
"305","ANN34",2011,0,17,17,0,1
"306","ANN34",2012,0,17,18,1,1
"307","ANN34",2014,0,17,17,0,1
"308","ANN35",2004,0,3,3,0,1
"309","ANN35",2005,0,3,3,0,1
"310","ANN35",2006,0,3,3,0,1
"311","ANN35",2007,0,3,3,0,1
"312","ANN35",2008,0,3,3,0,1
"313","ANN35",2009,1,2,3,0,1
"314","ANN35",2010,0,3,3,0,1
"315","ANN35",2011,0,3,3,0,1
"316","ANN35",2012,0,3,3,0,1
"317","ANN35",2014,0,3,3,0,1
"318","ANN36",2004,6,10,16,0,1
"319","ANN36",2005,6,12,18,0,1
"320","ANN36",2006,5,13,18,0,1
"321","ANN36",2007,0,18,18,0,1
"322","ANN36",2008,0,18,18,0,1
"323","ANN36",2009,2,16,18,0,1
"324","ANN36",2010,0,18,18,0,1
"325","ANN36",2011,0,18,18,0,1
"326","ANN36",2012,0,18,18,0,1
"327","ANN36",2014,0,18,18,0,1
"328","ANN37",2004,13,5,18,0,1
"329","ANN37",2005,2,25,27,0,1
"330","ANN37",2006,0,27,27,0,1
"331","ANN37",2007,0,27,27,0,1
"332","ANN37",2008,0,27,27,0,1
"333","ANN37",2009,2,25,27,0,1
"334","ANN37",2010,0,28,28,0,1
"335","ANN37",2011,0,27,27,0,1
"336","ANN37",2012,0,26,26,0,1
"337","ANN37",2014,0,28,28,0,1
"338","ANN38",2004,4,4,8,0,1
"339","ANN38",2005,4,4,8,0,1
"340","ANN38",2006,0,7,8,1,1
"341","ANN38",2007,1,7,8,0,1
"342","ANN38",2008,0,7,7,0,1
"343","ANN38",2009,6,1,7,0,1
"344","ANN38",2010,1,6,7,0,1
"345","ANN38",2011,0,7,7,0,1
"346","ANN38",2012,0,7,7,0,1
"347","ANN38",2014,0,7,7,0,1
"348","APGAR01",2004,5,5,10,0,1
"349","APGAR01",2005,5,5,10,0,1
"350","APGAR01",2006,3,7,10,0,1
"351","APGAR01",2007,0,10,10,0,1
"352","APGAR01",2008,0,10,10,0,1
"353","APGAR01",2009,0,9,9,0,1
"354","APGAR01",2010,0,10,10,0,1
"355","APGAR01",2011,0,10,10,0,1
"356","APGAR01",2012,0,10,10,0,1
"357","APGAR01",2014,0,11,11,0,1
"358","ARBIT01",2004,0,5,5,0,1
"359","ARBIT01",2005,0,5,5,0,1
"360","ARBIT01",2006,0,5,5,0,1
"361","ARBIT01",2007,0,5,5,0,1
"362","ARBIT01",2008,0,5,5,0,1
"363","ARBIT01",2009,0,5,5,0,1
"364","ARBIT01",2010,0,5,5,0,1
"365","ARBIT01",2011,0,6,6,0,1
"366","ARBIT01",2012,0,6,6,0,1
"367","ARBIT01",2014,0,6,6,0,1
"368","ARBIT02",2004,1,1,2,0,1
"369","ARBIT02",2005,1,1,2,0,1
"370","ARBIT02",2006,0,2,2,0,1
"371","ARBIT02",2007,0,2,2,0,1
"372","ARBIT02",2008,0,2,2,0,1
"373","ARBIT02",2009,0,2,2,0,1
"374","ARBIT02",2010,0,3,3,0,1
"375","ARBIT02",2011,0,3,3,0,1
"376","ARBIT02",2012,0,3,3,0,1
"377","ARBIT02",2014,0,3,3,0,1
"378","ARBIT03",2004,1,7,8,0,1
"379","ARBIT03",2005,3,5,8,0,1
"380","ARBIT03",2006,0,8,8,0,1
"381","ARBIT03",2007,1,7,8,0,1
"382","ARBIT03",2008,0,8,8,0,1
"383","ARBIT03",2009,0,9,9,0,1
"384","ARBIT03",2010,0,10,10,0,1
"385","ARBIT03",2011,1,9,10,0,1
"386","ARBIT03",2012,0,12,12,0,1
"387","ARBIT03",2014,0,12,12,0,1
"388","ARBIT04",2004,0,8,8,0,1
"389","ARBIT04",2005,0,9,9,0,1
"390","ARBIT04",2006,0,9,9,0,1
"391","ARBIT04",2007,0,9,9,0,1
"392","ARBIT04",2008,0,9,9,0,1
"393","ARBIT04",2009,0,10,10,0,1
"394","ARBIT04",2010,0,10,10,0,1
"395","ARBIT04",2011,0,12,12,0,1
"396","ARBIT04",2012,0,12,12,0,1
"397","ARBIT04",2014,0,12,12,0,1
"398","ARBIT05",2011,0,1,1,0,1
"399","ARBIT05",2012,0,1,1,0,1
"400","ARBIT05",2014,0,1,1,0,1
"401","ATHEA02",2004,1,14,15,0,1
"402","ATHEA02",2005,0,13,13,0,1
"403","ATHEA02",2006,0,15,15,0,1
"404","ATHEA02",2007,0,15,15,0,1
"405","ATHEA02",2008,0,14,14,0,1
"406","ATHEA02",2009,1,13,14,0,1
"407","ATHEA02",2010,0,14,14,0,1
"408","ATHEA02",2011,0,14,14,0,1
"409","ATHEA02",2012,0,14,14,0,1
"410","ATHEA02",2014,0,15,15,0,1
"411","BACKM03",2004,38,4,42,0,1
"412","BACKM03",2005,40,2,43,1,1
"413","BACKM03",2006,2,40,44,2,1
"414","BACKM03",2007,21,20,43,2,1
"415","BACKM03",2008,1,41,43,1,1
"416","BACKM03",2009,2,36,41,3,1
"417","BACKM03",2010,1,41,42,0,1
"418","BACKM03",2011,8,34,43,1,1
"419","BACKM03",2012,6,39,45,0,1
"420","BACKM03",2014,6,37,43,0,1
"421","BACKM04",2004,6,3,9,0,1
"422","BACKM04",2005,4,5,9,0,1
"423","BACKM04",2006,5,4,9,0,1
"424","BACKM04",2007,6,3,9,0,1
"425","BACKM04",2008,0,9,9,0,1
"426","BACKM04",2009,0,9,9,0,1
"427","BACKM04",2010,0,9,9,0,1
"428","BACKM04",2011,0,9,9,0,1
"429","BACKM04",2012,0,9,9,0,1
"430","BACKM04",2014,0,10,10,0,1
"431","BACKM05",2004,12,17,29,0,1
"432","BACKM05",2005,15,14,29,0,1
"433","BACKM05",2006,2,29,31,0,1
"434","BACKM05",2007,6,25,31,0,1
"435","BACKM05",2008,1,30,31,0,1
"436","BACKM05",2009,1,29,31,1,1
"437","BACKM05",2010,0,30,31,1,1
"438","BACKM05",2011,0,31,32,1,1
"439","BACKM05",2012,0,34,34,0,1
"440","BACKM05",2014,0,35,35,0,1
"441","BELTA01",2004,0,10,10,0,1
"442","BELTA01",2005,1,9,10,0,1
"443","BELTA01",2006,0,11,11,0,1
"444","BELTA01",2007,0,11,11,0,1
"445","BELTA01",2008,0,11,11,0,1
"446","BELTA01",2009,1,10,11,0,1
"447","BELTA01",2010,0,11,11,0,1
"448","BELTA01",2011,0,12,12,0,1
"449","BELTA01",2012,0,12,12,0,1
"450","BELTA01",2014,0,12,12,0,1
"451","BELTA02",2004,0,1,1,0,1
"452","BELTA02",2005,0,1,1,0,1
"453","BELTA02",2006,0,1,1,0,1
"454","BELTA02",2007,0,1,1,0,1
"455","BELTA02",2008,0,1,1,0,1
"456","BELTA02",2009,0,1,1,0,1
"457","BELTA02",2010,0,1,1,0,1
"458","BELTA02",2011,0,1,1,0,1
"459","BELTA02",2012,0,1,1,0,1
"460","BELTA02",2014,0,1,1,0,1
"461","BELTA03",2004,0,5,5,0,1
"462","BELTA03",2005,0,5,5,0,1
"463","BELTA03",2006,0,5,5,0,1
"464","BELTA03",2007,0,5,5,0,1
"465","BELTA03",2008,0,5,5,0,1
"466","BELTA03",2009,0,5,5,0,1
"467","BELTA03",2010,0,5,5,0,1
"468","BELTA03",2011,0,5,5,0,1
"469","BELTA03",2012,0,5,5,0,1
"470","BELTA03",2014,0,5,5,0,1
